실험명,물체종류,측정조건,실제총무게_g,반복번호,표본번호,X축힘_N,Y축힘_N,Z축힘_N,X축모멘트_Nm,Y축모멘트_Nm,Z축모멘트_Nm
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,3,3,-0.47808671,1.847116828,1.193720937,2.902368307,-3.537188768,0.1423667669
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,3,4,-0.47808671,1.847116828,1.193720937,2.902368307,-3.537188768,0.1423667669
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,3,5,-0.4276160896,1.950029016,1.219483376,2.902380705,-3.537194967,0.1500268281
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,3,6,-0.4276160896,1.950029016,1.219483376,2.902380705,-3.537194967,0.1500268281
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,3,7,-0.4618867934,1.923799038,1.255110741,2.90237999,-3.537194729,0.1496894062
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,3,8,-0.4618867934,1.923799038,1.255110741,2.90237999,-3.537194729,0.1496894062
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,3,9,-0.5049293041,1.8353405,1.260080576,2.902374506,-3.537191868,0.1462715715
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,3,10,-0.5049293041,1.8353405,1.260080576,2.902374506,-3.537191868,0.1462715715
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,4,1,-0.5255155563,1.893862963,1.288130879,2.902371645,-3.537190437,0.14447245
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,4,2,-0.5255155563,1.893862963,1.288130879,2.902371645,-3.537190437,0.14447245
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,4,3,-0.5377091765,1.906835914,1.299588323,2.90237689,-3.53719306,0.1476935744
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,4,4,-0.5377091765,1.906835914,1.299588323,2.90237689,-3.53719306,0.1476935744
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,4,5,-0.5575919151,1.914415359,1.300037742,2.902380466,-3.537194729,0.1498895586
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,4,6,-0.5575919151,1.914415359,1.300037742,2.902380466,-3.537194729,0.1498895586
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,4,7,-0.5427540541,1.872525692,1.271653891,2.902372122,-3.537190676,0.1446726769
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,4,8,-0.5495121479,1.902455807,1.285537839,2.902374744,-3.537192106,0.1463606805
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,4,9,-0.5495121479,1.902455807,1.285537839,2.902374744,-3.537192106,0.1463606805
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,4,10,-0.5252249241,1.914229035,1.299288154,2.902374744,-3.537191868,0.1462968737
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,5,1,-0.5477427244,1.84421587,1.194751859,2.902371168,-3.537190199,0.1441853046
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,5,2,-0.5488906503,1.927642226,1.237977266,2.902377844,-3.537193537,0.1482854784
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,5,3,-0.5488906503,1.927642226,1.237977266,2.902377844,-3.537193537,0.1482854784
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,5,4,-0.5428737402,1.939062834,1.259371996,2.902377129,-3.537193298,0.1479176134
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,5,5,-0.5428737402,1.939062834,1.259371996,2.902377129,-3.537193298,0.1479176134
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,5,6,-0.546615839,1.904729962,1.270370603,2.902374506,-3.537191868,0.146215871
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,5,7,-0.546615839,1.904729962,1.270370603,2.902374506,-3.537191868,0.146215871
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,5,8,-0.5691274405,1.889315367,1.253373146,2.902372599,-3.537190914,0.1450226605
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,5,9,-0.5691274405,1.889315367,1.253373146,2.902372599,-3.537190914,0.1450226605
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,5,10,-0.5710052848,1.906861186,1.259451866,2.90237546,-3.537192345,0.1467770338
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,6,1,-0.5256319642,1.85170424,1.237333298,2.902375937,-3.537192583,0.147032246
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,6,2,-0.5256319642,1.85170424,1.237333298,2.902375937,-3.537192583,0.147032246
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,6,3,-0.5241968632,1.877535343,1.212667942,2.902371645,-3.537190437,0.1444630921
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,6,4,-0.5241968632,1.877535343,1.212667942,2.902371645,-3.537190437,0.1444630921
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,6,5,-0.5160998106,1.887740254,1.213480711,2.902377844,-3.537193537,0.1482996792
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,6,6,-0.5160998106,1.887740254,1.213480711,2.902377844,-3.537193537,0.1482996792
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,6,7,-0.4976038039,1.942308545,1.226228356,2.902376175,-3.537192822,0.1472607702
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,6,8,-0.4976038039,1.942308545,1.226228356,2.902376175,-3.537192822,0.1472607702
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,6,9,-0.5030942559,1.950863004,1.288607597,2.902379751,-3.53719449,0.1495052129
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,6,10,-0.5030942559,1.950863004,1.288607597,2.902379751,-3.53719449,0.1495052129
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,7,1,-0.4817970693,1.935675979,1.325209856,2.902368546,-3.537188768,0.1424349844
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,7,2,-0.4853756428,1.917378545,1.317597389,2.902370691,-3.53718996,0.1438403875
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,7,3,-0.4853756428,1.917378545,1.317597389,2.902370691,-3.53718996,0.1438403875
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,7,4,-0.5092699528,1.853620768,1.290058374,2.9023664,-3.537187815,0.14117001
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,7,5,-0.5092699528,1.853620768,1.290058374,2.9023664,-3.537187815,0.14117001
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,7,6,-0.5236501098,1.839907646,1.298155427,2.902368069,-3.53718853,0.1421720386
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,7,7,-0.5236501098,1.839907646,1.298155427,2.902368069,-3.53718853,0.1421720386
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,7,8,-0.4871305227,1.889025807,1.299341798,2.902374983,-3.537192106,0.1464452744
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,7,9,-0.4871305227,1.889025807,1.299341798,2.902374983,-3.537192106,0.1464452744
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,7,10,-0.4650149941,1.919393539,1.289611578,2.902372837,-3.537191153,0.1452147067
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,8,1,-0.5387473702,1.867329359,1.317783237,2.90237689,-3.53719306,0.1476857662
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,8,2,-0.5387473702,1.867329359,1.317783237,2.90237689,-3.53719306,0.1476857662
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,8,3,-0.5281561017,1.909539461,1.298410773,2.902377605,-3.537193537,0.1481394768
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,8,4,-0.5281561017,1.909539461,1.298410773,2.902377605,-3.537193537,0.1481394768
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,8,5,-0.5378079414,1.922643185,1.304848313,2.902380228,-3.537194729,0.1497147828
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,8,6,-0.5378079414,1.922643185,1.304848313,2.902380228,-3.537194729,0.1497147828
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,8,7,-0.5270693302,1.887847781,1.315167665,2.902375937,-3.537192583,0.1471749395
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,8,8,-0.5270693302,1.887847781,1.315167665,2.902375937,-3.537192583,0.1471749395
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,8,9,-0.5344488621,1.885874867,1.317762375,2.902381182,-3.537195206,0.1504054815
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,8,10,-0.5344488621,1.885874867,1.317762375,2.902381182,-3.537195206,0.1504054815
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,9,1,-0.5269242525,1.87722826,1.250004649,2.902373075,-3.537191153,0.1452654153
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,9,2,-0.5269242525,1.87722826,1.250004649,2.902373075,-3.537191153,0.1452654153
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,9,3,-0.5277267098,1.89431107,1.269156694,2.902374268,-3.537191868,0.1460537314
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,9,4,-0.5277267098,1.89431107,1.269156694,2.902374268,-3.537191868,0.1460537314
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,9,5,-0.5272747874,1.926630855,1.291024804,2.902384996,-3.537197113,0.1527601331
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,9,6,-0.5272747874,1.926630855,1.291024804,2.902384996,-3.537197113,0.1527601331
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,9,7,-0.5421417952,1.923554063,1.301761746,2.902379751,-3.53719449,0.1494407356
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,9,8,-0.5421417952,1.923554063,1.301761746,2.902379751,-3.53719449,0.1494407356
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,9,9,-0.5702257752,1.882438898,1.306494832,2.902374268,-3.537191868,0.1461105347
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,9,10,-0.5702257752,1.882438898,1.306494832,2.902374268,-3.537191868,0.1461105347
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,10,1,-0.5597541332,1.870222449,1.198358655,2.902375221,-3.537192345,0.1466483325
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,10,2,-0.5600423813,1.90310657,1.200382113,2.902377129,-3.537193298,0.1479086578
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,10,3,-0.5600423813,1.90310657,1.200382113,2.902377129,-3.537193298,0.1479086578
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,10,4,-0.5616852045,1.924711823,1.197555304,2.902373552,-3.537191391,0.1456016004
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,10,5,-0.5616852045,1.924711823,1.197555304,2.902373552,-3.537191391,0.1456016004
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,10,6,-0.5566275716,1.932139397,1.223333597,2.902375698,-3.537192345,0.1469209492
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,10,7,-0.5566275716,1.932139397,1.223333597,2.902375698,-3.537192345,0.1469209492
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,10,8,-0.5755974054,1.918733954,1.230023623,2.902371407,-3.537190199,0.1442575455
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,10,9,-0.5755974054,1.918733954,1.230023623,2.902371407,-3.537190199,0.1442575455
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,10,10,-0.5899431705,1.896953225,1.251581192,2.902377129,-3.53719306,0.1478213966
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,11,1,-0.5823049545,1.892460585,1.141020894,2.902367353,-3.537188292,0.1417146474
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,11,2,-0.5823049545,1.892460585,1.141020894,2.902367353,-3.537188292,0.1417146474
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,11,3,-0.566044271,1.931571603,1.173846722,2.902375698,-3.537192583,0.1469627321
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,11,4,-0.5720225573,1.92247498,1.169099092,2.90237689,-3.53719306,0.1476807147
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,11,5,-0.5720225573,1.92247498,1.169099092,2.90237689,-3.53719306,0.1476807147
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,11,6,-0.5806806087,1.894847274,1.179523826,2.90237236,-3.537190914,0.1448966414
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,11,7,-0.5806806087,1.894847274,1.179523826,2.90237236,-3.537190914,0.1448966414
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,11,8,-0.6093099713,1.882497072,1.186382651,2.902377129,-3.537193298,0.1479021758
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,11,9,-0.616984427,1.9043262,1.19186914,2.902372837,-3.537191153,0.1451801211
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,11,10,-0.616984427,1.9043262,1.19186914,2.902372837,-3.537191153,0.1451801211
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,12,1,-0.5561866164,1.937238932,1.181723595,2.902371407,-3.537190437,0.1443097144
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,12,2,-0.5561866164,1.937238932,1.181723595,2.902371407,-3.537190437,0.1443097144
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,12,3,-0.5380564332,1.929284334,1.187783599,2.90237546,-3.537192345,0.146830231
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,12,4,-0.5380564332,1.929284334,1.187783599,2.90237546,-3.537192345,0.146830231
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,12,5,-0.5541758537,1.93112278,1.166771293,2.902379036,-3.537194252,0.1491124034
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,12,6,-0.5541758537,1.93112278,1.166771293,2.902379036,-3.537194252,0.1491124034
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,12,7,-0.5326978564,1.900824547,1.178259134,2.902376652,-3.537192822,0.1475086659
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,12,8,-0.5326978564,1.900824547,1.178259134,2.902376652,-3.537192822,0.1475086659
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,12,9,-0.5668194294,1.888837337,1.197515726,2.902377605,-3.537193537,0.1481742412
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,12,10,-0.5668194294,1.888837337,1.197515726,2.902377605,-3.537193537,0.1481742412
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,13,1,-0.582536757,1.903168678,1.329731822,2.902372122,-3.537190676,0.1447531283
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,13,2,-0.582536757,1.903168678,1.329731822,2.902372122,-3.537190676,0.1447531283
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,13,3,-0.5646005273,1.899009466,1.328555226,2.902377129,-3.537193298,0.1479056627
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,13,4,-0.5646005273,1.899009466,1.328555226,2.902377129,-3.537193298,0.1479056627
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,13,5,-0.567494452,1.87844789,1.311702728,2.902377844,-3.537193537,0.1483346671
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,13,6,-0.567494452,1.87844789,1.311702728,2.902377844,-3.537193537,0.1483346671
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,13,7,-0.5609244704,1.891312003,1.310872197,2.902379751,-3.53719449,0.1494398713
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,13,8,-0.5609244704,1.891312003,1.310872197,2.902379751,-3.53719449,0.1494398713
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,13,9,-0.5436453819,1.897099614,1.30076468,2.902378559,-3.537194014,0.1487226188
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,13,10,-0.568516016,1.901557088,1.284850955,2.902374029,-3.537191629,0.145879969
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,14,1,-0.5547765493,1.894394159,1.358359694,2.90237546,-3.537192345,0.1468725204
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,14,2,-0.5453557968,1.889793158,1.361247897,2.902375698,-3.537192345,0.1468877494
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,14,3,-0.5453557968,1.889793158,1.361247897,2.902375698,-3.537192345,0.1468877494
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,14,4,-0.5383826494,1.891842961,1.348085642,2.902375221,-3.537192345,0.1466771215
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,14,5,-0.5383826494,1.891842961,1.348085642,2.902375221,-3.537192345,0.1466771215
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,14,6,-0.5475115776,1.881099105,1.366350293,2.902373552,-3.537191391,0.1455723196
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,14,7,-0.5475115776,1.881099105,1.366350293,2.902373552,-3.537191391,0.1455723196
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,14,8,-0.5297838449,1.875553489,1.359399438,2.902376413,-3.537192822,0.1474649459
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,14,9,-0.5297838449,1.875553489,1.359399438,2.902376413,-3.537192822,0.1474649459
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,14,10,-0.5141500831,1.900028825,1.353994846,2.902376652,-3.53719306,0.1475544423
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,15,1,-0.5009093881,1.868493438,1.30697906,2.902374506,-3.537191868,0.1461227834
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,15,2,-0.5283776522,1.870942354,1.327096343,2.902376413,-3.537192822,0.1474623382
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,15,3,-0.5283776522,1.870942354,1.327096343,2.902376413,-3.537192822,0.1474623382
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,15,4,-0.5133687258,1.856833696,1.330382824,2.902377367,-3.537193298,0.1480284035
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,15,5,-0.5133687258,1.856833696,1.330382824,2.902377367,-3.537193298,0.1480284035
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,15,6,-0.5410689712,1.856315494,1.351273537,2.902378559,-3.537193775,0.1487061381
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,15,7,-0.5410689712,1.856315494,1.351273537,2.902378559,-3.537193775,0.1487061381
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,15,8,-0.5446586013,1.858819604,1.336249471,2.90238142,-3.537195444,0.1505605578
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,15,9,-0.5446586013,1.858819604,1.336249471,2.90238142,-3.537195444,0.1505605578
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,15,10,-0.536691606,1.855388522,1.342282653,2.902379274,-3.537194252,0.1491080374
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,16,1,-0.4923198521,1.883080125,1.216193438,2.902380943,-3.537194967,0.1501724422
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,16,2,-0.4923198521,1.883080125,1.216193438,2.902380943,-3.537194967,0.1501724422
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,16,3,-0.5073654652,1.889815211,1.197989702,2.902374268,-3.537191868,0.146068871
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,16,4,-0.5050389171,1.882919192,1.19014585,2.902380943,-3.537194967,0.1501607448
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,16,5,-0.5050389171,1.882919192,1.19014585,2.902380943,-3.537194967,0.1501607448
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,16,6,-0.5059754848,1.862907052,1.174814701,2.902371407,-3.537189722,0.1439528167
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,16,7,-0.5059754848,1.862907052,1.174814701,2.902371407,-3.537189722,0.1439528167
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,16,8,-0.5285227299,1.89269352,1.195369124,2.902370214,-3.537189484,0.1434333473
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,16,9,-0.5285227299,1.89269352,1.195369124,2.902370214,-3.537189484,0.1434333473
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,16,10,-0.5356629491,1.892772317,1.201925159,2.902372599,-3.537190914,0.1450118423
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,17,1,-0.5760512948,1.925343752,1.259709239,2.902381659,-3.537195444,0.1507114023
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,17,2,-0.5760512948,1.925343752,1.259709239,2.902381659,-3.537195444,0.1507114023
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,17,3,-0.5722349286,1.93041563,1.244849682,2.902380228,-3.537194252,0.1494758427
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,17,4,-0.5545377731,1.929112554,1.239697933,2.902374506,-3.537191629,0.1461720616
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,17,5,-0.5545377731,1.929112554,1.239697933,2.902374506,-3.537191629,0.1461720616
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,17,6,-0.5557642579,1.916779637,1.207979798,2.902377129,-3.53719306,0.14782013
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,17,7,-0.5557642579,1.916779637,1.207979798,2.902377129,-3.53719306,0.14782013
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,17,8,-0.552153945,1.917411923,1.189675331,2.902379036,-3.537194252,0.1490385383
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,17,9,-0.552153945,1.917411923,1.189675331,2.902379036,-3.537194252,0.1490385383
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,17,10,-0.5577305555,1.913603902,1.166455984,2.902385473,-3.537197351,0.1530850232
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,18,1,-0.6297078133,1.948931813,1.232459903,2.902382374,-3.537195921,0.1511640698
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,18,2,-0.6297078133,1.948931813,1.232459903,2.902382374,-3.537195921,0.1511640698
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,18,3,-0.6044800282,1.95235014,1.231685638,2.902379036,-3.537194252,0.1490553021
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,18,4,-0.6044800282,1.95235014,1.231685638,2.902379036,-3.537194252,0.1490553021
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,18,5,-0.5977466106,1.961562514,1.237096429,2.902376175,-3.537192822,0.1473070979
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,18,6,-0.5977466106,1.961562514,1.237096429,2.902376175,-3.537192822,0.1473070979
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,18,7,-0.5965704322,1.948815584,1.252511024,2.902376652,-3.53719306,0.1475907266
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,18,8,-0.5965704322,1.948815584,1.252511024,2.902376652,-3.53719306,0.1475907266
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,18,9,-0.6252713799,1.91195488,1.240155101,2.902381897,-3.537195444,0.150794372
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,18,10,-0.6252713799,1.91195488,1.240155101,2.902381897,-3.537195444,0.150794372
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,19,1,-0.5673035383,1.919119,1.244954467,2.902370453,-3.537189722,0.143631652
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,19,2,-0.5673035383,1.919119,1.244954467,2.902370453,-3.537189722,0.143631652
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,19,3,-0.6057597995,1.935868263,1.234330177,2.90237236,-3.537190676,0.1448054314
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,19,4,-0.6057597995,1.935868263,1.234330177,2.90237236,-3.537190676,0.1448054314
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,19,5,-0.6151350737,1.927782536,1.24437511,2.902370214,-3.537189722,0.1435413659
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,19,6,-0.6151350737,1.927782536,1.24437511,2.902370214,-3.537189722,0.1435413659
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,19,7,-0.6214379072,1.93723917,1.254472613,2.902373791,-3.537191629,0.1456428915
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,19,8,-0.6214379072,1.93723917,1.254472613,2.902373791,-3.537191629,0.1456428915
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,19,9,-0.6113843322,1.961988926,1.246809602,2.902373552,-3.537191391,0.1454940438
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,19,10,-0.6113843322,1.961988926,1.246809602,2.902373552,-3.537191391,0.1454940438
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,20,1,-0.551196456,1.84444201,1.234731674,2.902372122,-3.537190676,0.1446533501
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,20,2,-0.5930916071,1.828495026,1.232413888,2.90237236,-3.537190676,0.1448131055
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,20,3,-0.5930916071,1.828495026,1.232413888,2.90237236,-3.537190676,0.1448131055
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,20,4,-0.5815628767,1.852694273,1.237352848,2.9023664,-3.537187815,0.1412078589
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,20,5,-0.5815628767,1.852694273,1.237352848,2.9023664,-3.537187815,0.1412078589
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,20,6,-0.5581445694,1.890680313,1.219041109,2.90237999,-3.537194729,0.1496344805
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,20,7,-0.5581445694,1.890680313,1.219041109,2.90237999,-3.537194729,0.1496344805
scoop_total133g_signminus_offset258_set19,스쿱,scoop_total_133g,133,20,8,-0.5334082246,1.918666601,1.20903933,2.902374506,-3.537191868,0.1461729109
