실험명,물체종류,측정조건,실제총무게_g,반복번호,표본번호,X축힘_N,Y축힘_N,Z축힘_N,X축모멘트_Nm,Y축모멘트_Nm,Z축모멘트_Nm
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,15,5,-0.7230576277,1.960775256,1.335421681,2.902348042,-3.537184238,0.1495972574
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,15,6,-0.7174068689,1.97193718,1.312985659,2.902349234,-3.537184715,0.1504007131
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,15,7,-0.7174068689,1.97193718,1.312985659,2.902349234,-3.537184715,0.1504007131
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,15,8,-0.7054211497,2.006916761,1.30576098,2.902349949,-3.537184954,0.150793314
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,15,9,-0.7054211497,2.006916761,1.30576098,2.902349949,-3.537184954,0.150793314
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,15,10,-0.6908003092,2.020406961,1.289969444,2.902353287,-3.537186861,0.1532045603
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,16,1,-0.7562081814,1.960891724,1.195593715,2.902345419,-3.537182808,0.1477768123
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,16,2,-0.7562081814,1.960891724,1.195593715,2.902345419,-3.537182808,0.1477768123
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,16,3,-0.7506847978,2.036417723,1.206101179,2.902351856,-3.537185907,0.1522325724
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,16,4,-0.7506847978,2.036417723,1.206101179,2.902351856,-3.537185907,0.1522325724
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,16,5,-0.7480778098,2.037617683,1.228195548,2.902351618,-3.537185907,0.1520192474
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,16,6,-0.7480778098,2.037617683,1.228195548,2.902351618,-3.537185907,0.1520192474
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,16,7,-0.7658539414,2.01812005,1.234045148,2.902351379,-3.537185907,0.1519709378
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,16,8,-0.7658539414,2.01812005,1.234045148,2.902351379,-3.537185907,0.1519709378
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,16,9,-0.7636178136,2.009586096,1.262840509,2.902346373,-3.537183285,0.1484384984
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,16,10,-0.7636178136,2.009586096,1.262840509,2.902346373,-3.537183285,0.1484384984
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,17,1,-0.7445136905,1.916890383,1.139704347,2.902342558,-3.537181377,0.1456723809
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,17,2,-0.7445136905,1.916890383,1.139704347,2.902342558,-3.537181377,0.1456723809
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,17,3,-0.7489468455,1.917164087,1.134329915,2.902342558,-3.537181377,0.1457751691
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,17,4,-0.7489468455,1.917164087,1.134329915,2.902342558,-3.537181377,0.1457751691
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,17,5,-0.7331537604,1.957419634,1.135158062,2.902347565,-3.537183762,0.1491071731
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,17,6,-0.7331537604,1.957419634,1.135158062,2.902347565,-3.537183762,0.1491071731
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,17,7,-0.7191455364,1.963323832,1.152854681,2.902351856,-3.537184477,0.1513184756
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,17,8,-0.7191455364,1.963323832,1.152854681,2.902351856,-3.537184477,0.1513184756
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,17,9,-0.7204852104,1.965721488,1.187562585,2.902349234,-3.537184477,0.1501951814
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,17,10,-0.7204852104,1.965721488,1.187562585,2.902349234,-3.537184477,0.1501951814
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,18,1,-0.5612899065,1.926506758,1.274421215,2.902348995,-3.537184477,0.150141567
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,18,2,-0.5304620266,1.967156172,1.286539793,2.902352333,-3.537186146,0.1525443941
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,18,3,-0.5304620266,1.967156172,1.286539793,2.902352333,-3.537186146,0.1525443941
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,18,4,-0.5438485742,1.92006588,1.271606207,2.902353525,-3.537186861,0.1534054577
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,18,5,-0.5438485742,1.92006588,1.271606207,2.902353525,-3.537186861,0.1534054577
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,18,6,-0.5733564496,1.877833128,1.274370432,2.902348518,-3.537184477,0.1499230266
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,18,7,-0.5733564496,1.877833128,1.274370432,2.902348518,-3.537184477,0.1499230266
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,18,8,-0.545897007,1.946784139,1.307035565,2.902355671,-3.537187576,0.154747799
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,18,9,-0.545897007,1.946784139,1.307035565,2.902355671,-3.537187576,0.154747799
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,18,10,-0.5607361197,1.909552813,1.311143637,2.902354717,-3.537187099,0.1540875137
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,19,1,-0.4403753579,1.857891917,1.250899434,2.902345181,-3.537182808,0.1476334482
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,19,2,-0.4354808331,1.859372139,1.259574056,2.902348042,-3.537184238,0.1496157199
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,19,3,-0.4354808331,1.859372139,1.259574056,2.902348042,-3.537184238,0.1496157199
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,19,4,-0.4264651239,1.841337204,1.260442495,2.902349234,-3.537184715,0.1504070163
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,19,5,-0.4264651239,1.841337204,1.260442495,2.902349234,-3.537184715,0.1504070163
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,19,6,-0.4373716414,1.837659001,1.261644006,2.902350426,-3.537185192,0.1511063725
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,19,7,-0.4373716414,1.837659001,1.261644006,2.902350426,-3.537185192,0.1511063725
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,19,8,-0.4209484458,1.864148855,1.252171755,2.902349472,-3.537184715,0.1503368914
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,19,9,-0.4209484458,1.864148855,1.252171755,2.902349472,-3.537184715,0.1503368914
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,19,10,-0.4267459512,1.880441785,1.28286171,2.902353525,-3.537186861,0.1533808261
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,20,1,-0.4707338214,1.850224853,1.229341507,2.902347326,-3.537183762,0.1490497589
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,20,2,-0.4477644563,1.88148737,1.227538109,2.902350426,-3.537185431,0.1512820721
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,20,3,-0.4477644563,1.88148737,1.227538109,2.902350426,-3.537185431,0.1512820721
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,20,4,-0.46572721,1.835120559,1.225091338,2.902348757,-3.537184477,0.1500522196
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,20,5,-0.46572721,1.835120559,1.225091338,2.902348757,-3.537184477,0.1500522196
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,20,6,-0.4854960442,1.839627504,1.258015513,2.902348518,-3.537184477,0.1499113441
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,20,7,-0.5016939044,1.857342958,1.301819324,2.902346134,-3.537183046,0.1482288688
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,20,8,-0.5016939044,1.857342958,1.301819324,2.902346134,-3.537183046,0.1482288688
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,20,9,-0.5051715374,1.894591331,1.321690559,2.902349234,-3.537184715,0.1504698247
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,20,10,-0.5051715374,1.894591331,1.321690559,2.902349234,-3.537184715,0.1504698247
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,21,1,-0.6082301736,1.965842605,1.239604354,2.902355909,-3.537188053,0.1550253332
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,21,2,-0.6516978145,1.918341041,1.26924789,2.902355909,-3.537188053,0.1549980491
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,21,3,-0.6516978145,1.918341041,1.26924789,2.902355909,-3.537188053,0.1549980491
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,21,4,-0.6903742552,1.862805247,1.285991192,2.902351141,-3.537185669,0.1517838985
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,21,5,-0.6903742552,1.862805247,1.285991192,2.902351141,-3.537185669,0.1517838985
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,21,6,-0.6834847331,1.874826074,1.287732601,2.902344704,-3.53718257,0.1472962201
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,21,7,-0.6834847331,1.874826074,1.287732601,2.902344704,-3.53718257,0.1472962201
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,21,8,-0.6486176848,1.946922421,1.273514509,2.90235281,-3.537186384,0.1528323591
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,21,9,-0.6486176848,1.946922421,1.273514509,2.90235281,-3.537186384,0.1528323591
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,21,10,-0.6326314807,1.998881221,1.246940374,2.902354717,-3.537187576,0.154284358
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,22,1,-0.7080791593,1.962867856,1.107258558,2.902347803,-3.537184,0.1493465006
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,22,2,-0.7171458006,1.992068887,1.146668553,2.902352571,-3.537186384,0.1527145505
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,22,3,-0.7171458006,1.992068887,1.146668553,2.902352571,-3.537186384,0.1527145505
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,22,4,-0.7415463328,1.98124218,1.162412763,2.902353048,-3.537186623,0.1531257182
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,22,5,-0.7415463328,1.98124218,1.162412763,2.902353048,-3.537186623,0.1531257182
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,22,6,-0.7362330556,1.974132061,1.173656583,2.902346849,-3.537183523,0.1486629099
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,22,7,-0.7362330556,1.974132061,1.173656583,2.902346849,-3.537183523,0.1486629099
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,22,8,-0.7182020545,2.048304081,1.183785558,2.902355671,-3.537187815,0.1548452526
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,22,9,-0.7182020545,2.048304081,1.183785558,2.902355671,-3.537187815,0.1548452526
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,22,10,-0.7257053852,2.038648605,1.212380767,2.902356386,-3.537188292,0.1553703845
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,23,1,-0.7865114212,1.994058013,1.227532506,2.90234828,-3.537184238,0.1497799307
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,23,2,-0.7865114212,1.994058013,1.227532506,2.90234828,-3.537184238,0.1497799307
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,23,3,-0.7724794149,1.982897997,1.238801599,2.902349234,-3.537184715,0.1503317058
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,23,4,-0.7724794149,1.982897997,1.238801599,2.902349234,-3.537184715,0.1503317058
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,23,5,-0.7596666217,1.99916625,1.235207558,2.902348042,-3.537183762,0.1493609548
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,23,6,-0.7596666217,1.99916625,1.235207558,2.902348042,-3.537183762,0.1493609548
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,23,7,-0.752211988,1.992617249,1.229557157,2.90234828,-3.537184238,0.1497237682
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,23,8,-0.752211988,1.992617249,1.229557157,2.90234828,-3.537184238,0.1497237682
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,23,9,-0.7867259979,1.928881884,1.211258292,2.902349234,-3.537184715,0.1503497362
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,23,10,-0.7867259979,1.928881884,1.211258292,2.902349234,-3.537184715,0.1503497362
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,24,1,-0.6614943147,1.95167625,1.262172461,2.902348518,-3.537184477,0.1499419808
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,24,2,-0.6614943147,1.95167625,1.262172461,2.902348518,-3.537184477,0.1499419808
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,24,3,-0.6665674448,1.973255992,1.247342467,2.90234828,-3.537184238,0.1497656107
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,24,4,-0.6665674448,1.973255992,1.247342467,2.90234828,-3.537184238,0.1497656107
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,24,5,-0.6666353345,1.938327789,1.28486836,2.902351618,-3.537185907,0.1521340013
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,24,6,-0.6666353345,1.938327789,1.28486836,2.902351618,-3.537185907,0.1521340013
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,24,7,-0.6521515846,1.935984254,1.290686965,2.90234828,-3.537184238,0.1497408301
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,24,8,-0.6521515846,1.935984254,1.290686965,2.90234828,-3.537184238,0.1497408301
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,24,9,-0.6486554742,1.921723604,1.286646843,2.902353287,-3.537186623,0.1531823426
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,24,10,-0.6325968504,1.901483059,1.287512541,2.902349234,-3.537184715,0.1503215283
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,25,1,-0.5506264567,1.898784041,1.32650876,2.902347565,-3.537183762,0.1491524577
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,25,2,-0.5524849892,1.866280794,1.313215494,2.902346611,-3.537183285,0.1485201716
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,25,3,-0.5524849892,1.866280794,1.313215494,2.902346611,-3.537183285,0.1485201716
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,25,4,-0.5437514782,1.883630991,1.307070732,2.902348518,-3.537184238,0.149901852
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,25,5,-0.5437514782,1.883630991,1.307070732,2.902348518,-3.537184238,0.149901852
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,25,6,-0.5225391388,1.872325182,1.284906745,2.902347326,-3.537183762,0.1491201818
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,25,7,-0.5225391388,1.872325182,1.284906745,2.902347326,-3.537183762,0.1491201818
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,25,8,-0.5248268843,1.87805593,1.30569005,2.902346134,-3.537183285,0.1482521743
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,25,9,-0.5248268843,1.87805593,1.30569005,2.902346134,-3.537183285,0.1482521743
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,25,10,-0.5251414776,1.845630765,1.300963521,2.902346373,-3.537183285,0.1484457552
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,26,1,-0.488089025,1.850859284,1.263907671,2.902348518,-3.537184238,0.1498495191
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,26,2,-0.474463284,1.850642681,1.257014632,2.902347088,-3.537183523,0.1488662213
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,26,3,-0.474463284,1.850642681,1.257014632,2.902347088,-3.537183523,0.1488662213
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,26,4,-0.4708843231,1.834538698,1.261333585,2.90234971,-3.537184954,0.1507768482
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,26,5,-0.4708843231,1.834538698,1.261333585,2.90234971,-3.537184954,0.1507768482
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,26,6,-0.4728842676,1.859254479,1.254689932,2.90234971,-3.537184954,0.150708124
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,26,7,-0.4728842676,1.859254479,1.254689932,2.90234971,-3.537184954,0.150708124
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,26,8,-0.4882629514,1.850516796,1.308663011,2.902350903,-3.537185669,0.1515828222
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,26,9,-0.4882629514,1.850516796,1.308663011,2.902350903,-3.537185669,0.1515828222
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,26,10,-0.4813279808,1.839374661,1.260592341,2.902347803,-3.537184,0.1494025439
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,27,1,-0.539482832,1.858471274,1.301536918,2.902345896,-3.537183046,0.1480914354
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,27,2,-0.5615756512,1.85481143,1.28669858,2.902344465,-3.537182331,0.1470662355
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,27,3,-0.5615756512,1.85481143,1.28669858,2.902344465,-3.537182331,0.1470662355
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,27,4,-0.5558912754,1.83867979,1.281351686,2.902351379,-3.537185907,0.1519401222
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,27,5,-0.5558912754,1.83867979,1.281351686,2.902351379,-3.537185907,0.1519401222
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,27,6,-0.5711199045,1.867883444,1.249738812,2.902352333,-3.537186146,0.1525580883
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,27,7,-0.5711199045,1.867883444,1.249738812,2.902352333,-3.537186146,0.1525580883
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,27,8,-0.5368179083,1.913434744,1.266858935,2.902350426,-3.537185431,0.1512860507
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,27,9,-0.5368179083,1.913434744,1.266858935,2.902350426,-3.537185431,0.1512860507
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,27,10,-0.5326652527,1.915395141,1.235139728,2.90235424,-3.537187099,0.1538171917
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,28,1,-0.6642602086,1.909877777,1.292279363,2.90235281,-3.537186384,0.1528772414
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,28,2,-0.6642602086,1.909877777,1.292279363,2.90235281,-3.537186384,0.1528772414
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,28,3,-0.6807261109,1.9312253,1.301649809,2.902345896,-3.537183046,0.1481274515
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,28,4,-0.6807261109,1.9312253,1.301649809,2.902345896,-3.537183046,0.1481274515
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,28,5,-0.6502271891,1.953316808,1.289833903,2.902346611,-3.537183285,0.1485639066
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,28,6,-0.6502271891,1.953316808,1.289833903,2.902346611,-3.537183285,0.1485639066
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,28,7,-0.6595477462,1.969795585,1.29278338,2.902351141,-3.537185669,0.1517228782
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,28,8,-0.6595477462,1.969795585,1.29278338,2.902351141,-3.537185669,0.1517228782
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,28,9,-0.701290071,1.91253221,1.275326133,2.902346373,-3.537183285,0.148423478
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,28,10,-0.701290071,1.91253221,1.275326133,2.902346373,-3.537183285,0.148423478
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,29,1,-0.7551335096,1.977621794,1.212890863,2.902348518,-3.537184238,0.149894923
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,29,2,-0.7551335096,1.977621794,1.212890863,2.902348518,-3.537184238,0.149894923
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,29,3,-0.7618079185,1.930639863,1.235811591,2.902343273,-3.537181616,0.1461241096
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,29,4,-0.7618079185,1.930639863,1.235811591,2.902343273,-3.537181616,0.1461241096
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,29,5,-0.7545568943,1.944119573,1.236356616,2.902343273,-3.537181854,0.1462531388
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,29,6,-0.7545568943,1.944119573,1.236356616,2.902343273,-3.537181854,0.1462531388
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,29,7,-0.7469272017,1.97185576,1.237539053,2.902345657,-3.537182808,0.1478885561
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,29,8,-0.7652342916,1.968634129,1.257497787,2.902344704,-3.537182331,0.1471887827
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,29,9,-0.7652342916,1.968634129,1.257497787,2.902344704,-3.537182331,0.1471887827
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,29,10,-0.7733376622,1.955182314,1.255363584,2.902345896,-3.537183046,0.1481253356
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,30,1,-0.7659943104,1.96125114,1.202953339,2.902344227,-3.537182331,0.1469187438
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,30,2,-0.7659943104,1.96125114,1.202953339,2.902344227,-3.537182331,0.1469187438
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,30,3,-0.7662489414,1.970790625,1.204890013,2.902348518,-3.537184238,0.1498290747
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,30,4,-0.7662489414,1.970790625,1.204890013,2.902348518,-3.537184238,0.1498290747
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,30,5,-0.7720833421,1.993779302,1.210252285,2.902345419,-3.537182808,0.1476758868
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,30,6,-0.7720833421,1.993779302,1.210252285,2.902345419,-3.537182808,0.1476758868
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,30,7,-0.7608892918,2.006635189,1.233925581,2.902350187,-3.537185192,0.1509908736
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,30,8,-0.7608892918,2.006635189,1.233925581,2.902350187,-3.537185192,0.1509908736
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,30,9,-0.7725101709,1.983871102,1.189620137,2.902345181,-3.537182331,0.1474303603
scoop_total133g_signminus_offset264_set15,스쿱,scoop_total_133g,133,30,10,-0.7725101709,1.983871102,1.189620137,2.902345181,-3.537182331,0.1474303603
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,1,1,-0.5183557868,1.882020831,1.183133602,2.902355671,-3.537187815,0.1548656523
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,1,2,-0.5183557868,1.882020831,1.183133602,2.902355671,-3.537187815,0.1548656523
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,1,3,-0.5357852578,1.901853561,1.210420251,2.902356386,-3.537188292,0.155336082
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,1,4,-0.5357852578,1.901853561,1.210420251,2.902356386,-3.537188292,0.155336082
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,1,5,-0.5427778363,1.883872032,1.213656306,2.902353048,-3.537186623,0.152979672
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,1,6,-0.5427778363,1.883872032,1.213656306,2.902353048,-3.537186623,0.152979672
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,1,7,-0.5558538437,1.873554349,1.20589292,2.902358294,-3.537189245,0.1566546857
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,1,8,-0.5558538437,1.873554349,1.20589292,2.902358294,-3.537189245,0.1566546857
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,1,9,-0.5659614205,1.891959429,1.229290843,2.902358532,-3.537189484,0.1569432616
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,1,10,-0.5659614205,1.891959429,1.229290843,2.902358532,-3.537189484,0.1569432616
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,2,1,-0.5825797915,1.889193654,1.203744769,2.902357101,-3.53718853,0.1558895856
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,2,2,-0.5833042264,1.883821964,1.211857319,2.902353048,-3.537186623,0.1531121731
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,2,3,-0.5833042264,1.883821964,1.211857319,2.902353048,-3.537186623,0.1531121731
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,2,4,-0.5830036402,1.895926833,1.223690867,2.902353764,-3.537186861,0.1535452455
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,2,5,-0.5830036402,1.895926833,1.223690867,2.902353764,-3.537186861,0.1535452455
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,2,6,-0.5739825368,1.943341613,1.225351214,2.902359486,-3.537189722,0.1575475484
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,2,7,-0.5739825368,1.943341613,1.225351214,2.902359486,-3.537189722,0.1575475484
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,2,8,-0.5464469194,1.937101603,1.235048056,2.902355909,-3.537188053,0.1551183313
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,2,9,-0.5464469194,1.937101603,1.235048056,2.902355909,-3.537188053,0.1551183313
scoop_total133g_signminus_offset266_set16,스쿱,scoop_total_133g,133,2,10,-0.5558534861,1.934306026,1.213623166,2.902352095,-3.537186146,0.1524371356
