실험명,물체종류,측정조건,실제총무게_g,반복번호,표본번호,시각_s,X축힘_N,Y축힘_N,Z축힘_N,X축모멘트_Nm,Y축모멘트_Nm,Z축모멘트_Nm,작업물무게_kgf
scoop_total133g_09211821_set2,scoop,scoop_total_133g,133,5,10,149.722,-1.1587257385253906,1.4159986972808838,0.5732244849205017,-1.1762534057879748e-07,1.401172937676165e-07,0.16987931728363037,0.27568554878234863
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,1,1,175.410,-1.1026047468185425,1.344991683959961,0.6128153800964355,-1.1750152850709128e-07,1.3996981351738214e-07,0.1697005033493042,0.281210333108902
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,1,2,176.229,-1.0979160070419312,1.3363770246505737,0.5614522099494934,-1.1666327992543302e-07,1.3897127359996375e-07,0.16848987340927124,0.28216975927352905
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,1,3,177.053,-1.113411784172058,1.3532421588897705,0.6377879977226257,-1.1666912058672096e-07,1.389782369187742e-07,0.16849830746650696,0.29174256324768066
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,1,4,177.870,-1.0999650955200195,1.3621426820755005,0.6960992813110352,-1.194344463328889e-07,1.4227232725261274e-07,0.1724921017885208,0.2898792028427124
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,1,5,178.690,-1.064713716506958,1.2970200777053833,0.6306160092353821,-1.1715349046426127e-07,1.3955521183106612e-07,0.16919784247875214,0.2944655120372772
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,1,6,179.508,-1.034185528755188,1.2976723909378052,0.6252191066741943,-1.1767296825837548e-07,1.401740377104943e-07,0.16994810104370117,0.292886883020401
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,1,7,180.331,-1.0799765586853027,1.3123717308044434,0.7078838348388672,-1.1551319545333172e-07,1.376012761511447e-07,0.16682887077331543,0.29828038811683655
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,1,8,181.151,-1.0472548007965088,1.3185608386993408,0.7035199999809265,-1.1745572692234418e-07,1.3991524383527576e-07,0.1696343570947647,0.2920023798942566
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,1,9,181.971,-1.0476053953170776,1.3114519119262695,0.6581695675849915,-1.1568461388833384e-07,1.3780547192254744e-07,0.16707643866539001,0.29193779826164246
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,1,10,182.791,-1.0657596588134766,1.302333116531372,0.6652531623840332,-1.1508588926290031e-07,1.3709225754610088e-07,0.16621173918247223,0.2819053530693054
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,2,1,184.613,-1.0798945426940918,1.3239080905914307,0.5222042798995972,-1.1787190601353359e-07,1.404110037128703e-07,0.17023541033267975,0.27429673075675964
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,2,2,185.433,-1.1070055961608887,1.3525540828704834,0.5045176148414612,-1.1843818725765232e-07,1.4108557877534622e-07,0.17105327546596527,0.2851655185222626
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,2,3,186.251,-1.083390235900879,1.3270061016082764,0.4909624457359314,-1.1817633804867e-07,1.4077365051434754e-07,0.1706750988960266,0.2699214518070221
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,2,4,187.071,-1.1106730699539185,1.3360087871551514,0.5320315361022949,-1.1838113778139814e-07,1.4101762246809812e-07,0.1709708720445633,0.27285417914390564
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,2,5,187.891,-1.1486084461212158,1.3682005405426025,0.513145923614502,-1.1763071938730718e-07,1.4012370286309306e-07,0.16988708078861237,0.2878285348415375
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,2,6,188.711,-1.1859126091003418,1.4240398406982422,0.6083064079284668,-1.1936512578358816e-07,1.4218976218671742e-07,0.17239198088645935,0.2664967477321625
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,2,7,189.531,-1.2178117036819458,1.3929417133331299,0.6020533442497253,-1.1749358463930548e-07,1.399603490881418e-07,0.16968902945518494,0.2828409969806671
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,2,8,190.349,-1.198754072189331,1.4271408319473267,0.6136997938156128,-1.1726600490646888e-07,1.396892486127399e-07,0.16936035454273224,0.29046374559402466
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,2,9,191.169,-1.1457459926605225,1.4281082153320312,0.5767715573310852,-1.218052716467355e-07,1.4509649304272898e-07,0.1759161502122879,0.2754310667514801
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,2,10,191.989,-1.1117234230041504,1.3617615699768066,0.5268474817276001,-1.1709469305287712e-07,1.394851807390296e-07,0.1691129356622696,0.2870855927467346
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,3,1,193.809,-1.1410248279571533,1.3955639600753784,0.6523886919021606,-1.1947652467370062e-07,1.4232244893719326e-07,0.17255286872386932,0.2911871075630188
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,3,2,194.629,-1.0826576948165894,1.3513225317001343,0.6259716749191284,-1.1783402698029022e-07,1.4036588424914953e-07,0.17018070816993713,0.28790849447250366
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,3,3,195.452,-1.0491716861724854,1.336625099182129,0.5801876783370972,-1.1841127900424908e-07,1.4105351908710873e-07,0.17101439833641052,0.2890586853027344
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,3,4,196.269,-1.0578802824020386,1.3241841793060303,0.6409527063369751,-1.1860146997832999e-07,1.412800827438332e-07,0.1712890863418579,0.29879823327064514
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,3,5,197.092,-1.0889997482299805,1.3363234996795654,0.711657702922821,-1.1749807526939549e-07,1.3996569236951473e-07,0.16969551146030426,0.2859325706958771
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,3,6,197.912,-1.0465790033340454,1.3127034902572632,0.6296474933624268,-1.1860401372132401e-07,1.4128310965588753e-07,0.1712927520275116,0.28355422616004944
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,3,7,198.729,-1.0128650665283203,1.3255752325057983,0.5649427175521851,-1.164436298495275e-07,1.3870962334294745e-07,0.16817264258861542,0.29721444845199585
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,3,8,199.549,-1.0239351987838745,1.2990858554840088,0.6161530613899231,-1.2001230231817317e-07,1.429606726333077e-07,0.17332665622234344,0.30467331409454346
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,3,9,200.370,-1.0878626108169556,1.3220783472061157,0.6932482719421387,-1.191879803741358e-07,1.4197874520505138e-07,0.17213615775108337,0.31345856189727783
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,3,10,201.192,-1.0486820936203003,1.3543879985809326,0.5500961542129517,-1.1907228980589935e-07,1.4184092833602335e-07,0.17196905612945557,0.2833230495452881
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,4,1,203.012,-1.135487675666809,1.383809208869934,0.6067653298377991,-1.1694378798665639e-07,1.39305427637737e-07,0.16889499127864838,0.2864536941051483
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,4,2,203.833,-1.1157126426696777,1.372212529182434,0.5593807697296143,-1.1807220801074436e-07,1.4064961817439325e-07,0.1705247014760971,0.281208336353302
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,4,3,204.649,-1.1090108156204224,1.3647831678390503,0.4994553029537201,-1.1756920770267243e-07,1.4005043169618148e-07,0.16979825496673584,0.27378979325294495
scoop_total133g_09211821_set3,scoop,scoop_total_133g,133,4,4,205.470,-1.1132519245147705,1.3553400039672852,0.47316235303878784,-1.1594904947287432e-07,1.381204697281646e-07,0.16745834052562714,0.29208165407180786
