실험명,물체종류,측정조건,실제총무게_g,반복번호,표본번호,시각_s,X축힘_N,Y축힘_N,Z축힘_N,X축모멘트_Nm,Y축모멘트_Nm,Z축모멘트_Nm,작업물무게_kgf
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,6,9,69.325,-0.4820683002471924,1.8639858961105347,2.456923007965088,-4.382866245578043e-05,2.2856140276417136e-05,0.1398455649614334,1.023239016532898
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,6,10,70.145,-0.4326178729534149,1.9290521144866943,2.392432451248169,-4.473803346627392e-05,2.333036536583677e-05,0.14274713397026062,0.9975777864456177
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,7,1,71.965,-0.46217185258865356,1.9701677560806274,2.50593638420105,-4.420296318130568e-05,2.305133421032224e-05,0.1410398632287979,1.0041347742080688
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,7,2,72.788,-0.5577697157859802,1.9268039464950562,2.523294687271118,-4.443938814802095e-05,2.317462713108398e-05,0.14179423451423645,1.0094720125198364
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,7,3,73.609,-0.5465857982635498,1.9358856678009033,2.463524103164673,-4.25796170020476e-05,2.2204776541911997e-05,0.13586018979549408,1.007826805114746
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,7,4,74.428,-0.6017321944236755,1.9625883102416992,2.3853371143341064,-4.444575824891217e-05,2.317794678674545e-05,0.14181455969810486,1.0140619277954102
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,7,5,75.249,-0.6853488683700562,1.9255948066711426,2.3785946369171143,-4.247380275046453e-05,2.214959567936603e-05,0.13552257418632507,0.9934329986572266
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,7,6,76.065,-0.7009550929069519,2.026336669921875,2.442450761795044,-4.38503448094707e-05,2.2867447114549577e-05,0.13991475105285645,1.00368332862854
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,7,7,76.885,-0.721849799156189,2.0093672275543213,2.4279422760009766,-4.272367004887201e-05,2.2279898985289037e-05,0.1363198310136795,0.9994004964828491
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,7,8,77.705,-0.6913496255874634,1.9952771663665771,2.355198621749878,-4.281364817870781e-05,2.2326821635942906e-05,0.13660691678524017,1.0004719495773315
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,7,9,78.525,-0.652016818523407,1.9577155113220215,2.345418691635132,-4.420745972311124e-05,2.3053677068674006e-05,0.1410542130470276,1.0069524049758911
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,7,10,79.345,-0.6381428837776184,1.96317720413208,2.455594062805176,-4.4059001083951443e-05,2.297625906066969e-05,0.14058052003383636,1.0092778205871582
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,8,1,81.168,-0.5503019094467163,1.9233675003051758,2.434823751449585,-4.402625927468762e-05,2.2959184207138605e-05,0.1404760479927063,1.018641471862793
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,8,2,81.988,-0.4518313407897949,1.874454140663147,2.4739859104156494,-4.326310590840876e-05,2.256120933452621e-05,0.13804103434085846,1.0130106210708618
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,8,3,82.806,-0.4603694975376129,1.891294240951538,2.4964537620544434,-4.3681640818249434e-05,2.277946987305768e-05,0.1393764615058899,1.0454537868499756
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,8,4,83.625,-0.45680463314056396,1.8764158487319946,2.496812582015991,-4.405113941174932e-05,2.2972159058554098e-05,0.14055542647838593,1.0183268785476685
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,8,5,84.445,-0.4418107271194458,1.8934885263442993,2.494878053665161,-4.366178472992033e-05,2.2769114366383292e-05,0.13931311666965485,1.021502137184143
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,8,6,85.266,-0.460626482963562,1.8783968687057495,2.5254950523376465,-4.4377979065757245e-05,2.3142602003645152e-05,0.14159829914569855,0.999816358089447
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,8,7,86.085,-0.44114774465560913,1.889204740524292,2.4280593395233154,-4.272652222425677e-05,2.2281386918621138e-05,0.13632893562316895,1.001840353012085
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,8,8,86.906,-0.5080387592315674,1.9164161682128906,2.4523377418518066,-4.340359373600222e-05,2.2634470951743424e-05,0.1384892761707306,1.0081787109375
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,8,9,87.725,-0.5825526118278503,1.9387354850769043,2.483609199523926,-4.3426280171843246e-05,2.264630347781349e-05,0.1385616809129715,1.0038950443267822
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,8,10,88.548,-0.5880782604217529,1.9536339044570923,2.3983821868896484,-4.425898805493489e-05,2.3080550818121992e-05,0.1412186324596405,1.0032533407211304
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,9,1,90.365,-0.6622439026832581,1.9709457159042358,2.4140307903289795,-4.3676849600160494e-05,2.2776970581617206e-05,0.139361172914505,1.0096042156219482
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,9,2,91.186,-0.7088841795921326,1.9952188730239868,2.4616284370422363,-4.364466076367535e-05,2.2760184947401285e-05,0.139258474111557,1.000185489654541
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,9,3,92.005,-0.6737095713615417,1.9728164672851562,2.4029197692871094,-4.336026540840976e-05,2.261187728436198e-05,0.13835103809833527,0.9985657930374146
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,9,4,92.825,-0.654891848564148,1.958260178565979,2.36271071434021,-4.515013279160485e-05,2.3545271687908098e-05,0.14406202733516693,1.0064300298690796
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,9,5,93.648,-0.5898023843765259,1.9236153364181519,2.4377634525299072,-4.2412189941387624e-05,2.2117465050541796e-05,0.13532598316669464,1.0120391845703125
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,9,6,94.468,-0.584721565246582,1.9485418796539307,2.5142548084259033,-4.377637742436491e-05,2.2828751752967946e-05,0.13967858254909515,1.0107262134552002
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,9,7,95.285,-0.5875543355941772,1.9027886390686035,2.522994041442871,-4.3247400753898546e-05,2.2553018425242044e-05,0.13799092173576355,1.0100948810577393
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,9,8,96.106,-0.5252079367637634,1.8803683519363403,2.4598422050476074,-4.380966129247099e-05,2.284623042214662e-05,0.13978493213653564,1.0234378576278687
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,9,9,96.925,-0.5151811838150024,1.857871651649475,2.4610464572906494,-4.423682185006328e-05,2.3068991140462458e-05,0.1411478966474533,1.0020560026168823
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,9,10,97.746,-0.544959545135498,1.8697447776794434,2.547445297241211,-4.310162694309838e-05,2.2476999220089056e-05,0.1375257819890976,1.0098520517349243
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,10,1,99.565,-0.5306839942932129,1.9724887609481812,2.4211008548736572,-4.3803451262647286e-05,2.2842992621008307e-05,0.13976512849330902,0.9855115413665771
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,10,2,100.385,-0.5319456458091736,1.9325121641159058,2.33868670463562,-4.436458402778953e-05,2.3135617084335536e-05,0.1415555477142334,1.001465916633606
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,10,3,101.205,-0.6008825302124023,1.932760238647461,2.4038028717041016,-4.2990617657778785e-05,2.241910988232121e-05,0.13717159628868103,0.9894385933876038
scoop_total32g_09191431_set1,scoop,scoop_total_32g,32,10,4,102.028,-0.6539394855499268,1.9039039611816406,2.4903624057769775,-4.280711436877027e-05,2.2323414668790065e-05,0.13658608496189117,1.013875961303711
